date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_0_nit,cal_0_success,cal_0_termination,cal_1_update_slot,cal_1_method,cal_1_accepted_search,cal_1_evaluations,cal_1_selected_score,cal_1_nit,cal_1_success,cal_1_termination,cal_2_update_slot,cal_2_method,cal_2_accepted_search,cal_2_evaluations,cal_2_selected_score,cal_2_nit,cal_2_success,cal_2_termination,cal_3_update_slot,cal_3_method,cal_3_accepted_search,cal_3_evaluations,cal_3_selected_score,cal_3_nit,cal_3_success,cal_3_termination
2025-02-14,M61218-S,1573.745990799636,1785.850744141117,21,19454.709667859555,19857.56779853099,19347.534924791504,53.58737153402384,456.445502205459,0.0,19857.56779853099,260.5755970533617,349.848729569056,4,1.5486951999919256,1.7958929999877,0,differential_evolution_staged_direct_search,True,27,-3435.077154458023,4,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3246.5247318940396,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-788.3886523382957,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-15,M61218-S,1785.850744141117,1259.274933770747,21,19928.622938420634,19560.93859454556,19162.161901278236,383.2305185711989,15.546174696125679,0.0,19560.93859454556,1164.1200338598223,8.4771114543463,4,1.1654256000038004,1.3116134000010788,0,differential_evolution_staged_direct_search,True,12,-3325.5991195759416,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-3519.736968704382,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-724.2032578340564,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-16,M61218-S,1259.274933770747,1573.119685568755,21,54686.82859957883,52699.67980394012,49796.75865620808,2445.0349716853766,457.8861760466538,95.89262006666587,52795.57242400679,6646.131833513047,236.98272703809425,4,1.0370794999907957,1.1902933999954257,0,differential_evolution_staged_direct_search,True,17,-4452.05663222496,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-2711.439065950886,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-626.1467301285127,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-17,M61218-S,1573.119685568755,1557.1325311243063,21,53790.76801373318,50603.76157609667,47139.77592434097,3325.4960446961118,138.48960705959658,24.138638830076744,50627.90021492675,10015.032151261192,71.67642629174577,4,0.9692067999858409,1.1155786000017542,0,differential_evolution_staged_direct_search,True,17,-4453.702722987062,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-2816.3704920443483,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,142,-670.6449177761331,6,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-18,M61218-S,1557.1325311243063,1843.8953170502298,21,48108.84964883188,48530.856790801015,47663.53798361921,222.6558326063345,644.6629745754658,7.567044988885594,48538.4238357899,629.2119148639592,596.174961429288,4,1.002666800020961,1.167313700003433,0,differential_evolution_staged_direct_search,True,17,-4453.606984420772,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2477.24374067578,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,122,-609.4201589953084,5,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-19,M61218-S,1843.8953170502298,1211.1852750000003,21,48234.628893292276,48731.124947798824,48074.21241899943,80.20823714642674,576.7042916529658,331.09998152740434,49062.22492932623,181.8291267783435,700.6871490293669,4,1.1232842000026722,1.266667600008077,0,differential_evolution_staged_direct_search,True,17,-4455.155284029003,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-2954.335266302205,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-463.3494061136083,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-20,M61218-S,1211.1852750000003,1640.172311124299,21,49956.066355363786,48948.160736365884,47508.96397287733,1223.5511912432266,215.64557224531998,353.93152005260185,49302.09225641849,3749.832035183613,131.75909094584023,4,1.1002450000087265,1.2461619999958202,0,differential_evolution_staged_direct_search,True,17,-4454.7555365699045,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2879.8543294890937,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-563.5300980064859,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-21,M61218-S,1640.172311124299,1604.214895495006,21,18366.67749458016,18318.60951466286,18270.541534745564,48.067979917299404,0.0,0.0,18318.60951466286,90.63961266027371,0.0,4,0.9711721999919973,1.1361884000070859,0,differential_evolution_staged_direct_search,True,17,-3130.851273188242,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-3171.0485770943187,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-711.8916658957702,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-22,M61218-S,1604.214895495006,1875.3256969188963,21,18843.83978317932,18779.058353321037,18593.141541439058,125.3491208701339,60.56769101184867,0.0,18779.058353321037,370.3855755644566,43.793620165598526,4,1.127646500011906,1.4138284000073327,0,differential_evolution_staged_direct_search,True,17,-2888.7671415858026,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-3313.012492811579,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,162,-774.1032914890512,7,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-23,M61218-S,1875.3256969188963,1490.0293291329758,21,49062.97732581948,48568.283647410266,46858.83883764847,1102.069244085505,607.3755656762917,42.631947473287404,48610.915594883554,3101.758596608256,585.101811331368,4,0.9322429000021657,1.0813398000027519,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-2760.8501962442742,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-648.6300273095118,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-24,M61218-S,1490.0293291329758,1808.448938275769,21,47612.853793837494,47106.69919173059,46254.628126625335,679.1128336060773,172.9582314991764,214.48406303409166,47321.183254764685,1848.7445626381036,245.55216098906152,4,1.046881599992048,1.1897955000022193,0,differential_evolution_staged_direct_search,True,12,-4455.250710239076,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-2626.9897298162323,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-676.4808117315139,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-25,M61218-S,1808.448938275769,1421.2565672811181,21,49223.78752125259,46884.25755001648,44544.72757878038,2339.5299712361048,0.0,191.58624913333304,47075.843799149814,6940.1660051395675,0.0,4,1.03115149999212,1.1763533000048483,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-3039.0360376726157,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-675.0614010040639,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-26,M61218-S,1421.2565672811181,2108.409012133242,21,45052.32137137803,47190.56462931562,45024.246410611115,14.037480383451356,2152.2807383210506,0.0,47190.56462931562,21.79563758008129,2444.404343988755,4,1.2597003999835579,1.4354334999952698,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2704.7541310672405,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-612.4658145253172,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-27,M61218-S,2108.409012133242,1776.9956307996283,21,45575.93540517548,45648.34443973322,44970.23344464319,302.8509802661422,375.2600148238834,68.97582373494666,45717.320263468166,1014.6907853918377,372.1335668899347,4,1.5951502000098117,1.964759700000286,0,differential_evolution_staged_direct_search,True,12,-4455.250710239076,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-2777.0190216100054,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-668.8181179866264,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-28,M61218-S,1776.9956307996283,1701.1964769188976,21,18134.854268306808,18029.529534299327,17915.438802227152,109.70773303982622,4.382999032349295,0.0,18029.529534299327,221.9942276359822,2.3899880213475626,4,1.1660533000103896,1.4012845999968704,0,differential_evolution_staged_direct_search,True,12,-2713.66438671618,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3660.8275584006255,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-716.4665302644867,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-01,M61218-S,1701.1964769188976,1659.7196469765154,21,20701.741724687396,20315.33268057803,19928.92363646866,386.4090441093674,0.0,0.0,20315.33268057803,1223.0019723997161,0.0,4,1.0285076000145636,1.169592999998713,0,differential_evolution_staged_direct_search,True,17,-4103.428826920349,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,82,-4454.735583813656,7,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-717.7490931409895,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-02,M61218-S,1659.7196469765154,1746.948345198378,21,51920.05349441569,51996.9835789021,49366.04448087362,1277.0045067710353,1353.9345912574563,0.0,51996.9835789021,4356.26696116825,1143.4204969594002,4,0.9630179000087082,1.1177224999992177,0,differential_evolution_staged_direct_search,True,22,-4455.250710239076,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-2481.92580344368,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-670.4844583750587,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-03,M61218-S,1746.948345198378,1548.589768207018,21,53383.3420228795,51809.104096476054,48720.25509013943,2331.543466370036,757.3055399665902,0.0,51809.104096476054,7358.889461567365,599.5965676198798,4,1.013738800000283,1.1722283999988576,0,differential_evolution_staged_direct_search,True,22,-4455.250710239076,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-2838.5934575568544,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-672.9550321772846,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-04,M61218-S,1548.589768207018,1623.4313278366565,21,47621.830397169375,48051.51304642338,46293.581629642926,664.1243837632248,1093.807033017228,0.0,48051.51304642338,2359.5581970100575,1070.620130921563,4,1.1324428000079934,1.3404590999998618,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,62,-2602.8175958067523,5,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-685.8258110866238,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-05,M61218-S,1623.4313278366565,1595.779509318116,21,49869.12872957975,47424.32957553788,44979.530421496,2444.7991540418748,0.0,0.0,47424.32957553788,7882.417836158116,0.0,4,0.6830860000045504,0.8528384999954142,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-2883.505988123881,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,122,-698.3064899624204,5,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-06,M61218-S,1595.779509318116,1599.9947417255612,21,46598.4200811738,46170.674586287714,44825.928343323525,886.2458689251406,458.5003740390534,0.0,46170.674586287714,3127.1893612838226,364.5678180274183,4,1.0631025999755366,1.2080134999996517,0,differential_evolution_staged_direct_search,True,12,-4455.250710239076,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-2787.987671864259,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-694.3345933985596,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-07,M61218-S,1599.9947417255612,1850.1477577172413,21,18908.72648609787,18384.51261783792,17860.298749577967,524.2138682599493,0.0,0.0,18384.51261783792,1341.7846973724756,0.0,4,0.9011634999915259,1.0498152999934973,0,differential_evolution_staged_direct_search,True,17,-2711.5397978128294,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-4270.241798709541,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-727.6372721967754,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-08,M61218-S,1850.1477577172413,1935.8792596966746,21,16908.166844681225,16897.594882474208,16817.623605240344,45.271619720442516,34.699657513419645,0.0,16897.594882474208,85.57640616222685,18.92123753390024,4,1.0680371999915224,1.2143906999990577,0,differential_evolution_staged_direct_search,True,17,-2343.461941819563,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-4222.025887851741,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-735.7130990922511,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-09,M61218-S,1935.8792596966746,1722.545725244071,21,46916.323307794795,44697.86253651274,42479.40176523069,2218.4607712820566,0.0,0.0,44697.86253651274,7095.163549290122,0.0,4,1.2100098999944748,1.3469856000010623,0,differential_evolution_staged_direct_search,True,17,-4452.270015424516,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-2720.130618728374,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-698.281119838609,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-10,M61218-S,1722.545725244071,1706.2725870959134,21,44819.15133384919,45237.81026319371,44658.72901815508,80.21115784705844,498.87008719157143,436.84478888181957,45674.655052075526,245.50513339262864,425.15056696984027,4,1.3964130999956978,1.5626352000108454,0,differential_evolution_staged_direct_search,True,17,-4452.770830532607,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-2478.862908667302,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-721.0207745729015,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-11,M61218-S,1706.2725870959134,2024.3082197552242,21,40047.69184864236,44322.57501212371,39971.26594256959,38.212953036390026,4313.096116517728,0.0,44322.57501212371,59.33227705362941,5600.371243256102,4,0.9858752000000095,1.1280215000006137,0,differential_evolution_staged_direct_search,True,12,-4453.102349790401,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3009.3303023548274,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-725.720023041739,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-12,M61218-S,2024.3082197552242,1650.8674974662968,21,45864.57250359844,43706.05883086496,41547.545158131485,2158.5136727334807,0.0,0.0,43706.05883086496,6640.679029105119,0.0,4,1.1024059999908786,1.2470012999983737,0,differential_evolution_staged_direct_search,True,22,-4454.347261478331,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2840.9740156077946,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-702.8334630741253,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-13,M61218-S,1650.8674974662968,1590.8830672222225,21,45459.12466595498,45852.09181668183,44464.84317945341,497.1407432507836,890.1078939776266,909.8873160247897,46761.97913270662,1345.194481034715,884.6776913220971,4,1.5103513000067323,1.6927683999965666,0,differential_evolution_staged_direct_search,True,17,-4454.24466221502,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-3141.108357963927,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,162,-737.2426884088508,7,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-14,M61218-S,1590.8830672222225,1888.0687860505698,21,16209.95040233895,16396.16794294694,16108.797994877743,50.57620373060384,236.79374433859527,0.0,16396.16794294694,102.47432627009186,192.22138943499735,4,0.964571700009401,1.1056677000015043,0,differential_evolution_staged_direct_search,True,12,-2236.1881250916485,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-4455.600000000001,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-770.4679557405894,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-15,M61218-S,1888.0687860505698,1262.210997037037,21,16089.184031311448,16326.81606387278,15936.280377448351,76.45182693154877,314.0838594928809,100.82744739831188,16427.643511271093,154.9018882211504,250.1101250741452,4,0.9736708999989787,1.1079557000048226,0,differential_evolution_staged_direct_search,True,12,-2267.30066798437,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3471.356934397448,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-778.3063405932602,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-16,M61218-S,1262.210997037037,1803.4687000588553,21,44485.529555939254,44338.97573021639,42982.81373781676,751.3579090612468,604.804083338394,0.0,44338.97573021639,1943.6516803823379,837.4964251240392,4,1.0089854999969248,1.145648899997468,0,differential_evolution_staged_direct_search,True,22,-4451.383076191209,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3028.4193615084605,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-699.4495322900611,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-17,M61218-S,1803.4687000588553,2054.148216540368,21,40730.020885495454,40546.41760477004,38329.69190073755,1200.1644923789543,1016.5612116535376,0.0,40546.41760477004,4811.011521347003,1039.4036832107395,4,1.0242530000105035,1.1626318000053288,0,differential_evolution_staged_direct_search,True,27,-4452.200375604049,4,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2950.2448456658726,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-716.0698038676356,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-18,M61218-S,2054.148216540368,1661.3798670959202,21,46681.053492764666,43956.795606353066,41232.537719941465,2724.2578864116,0.0,0.0,43956.795606353066,8465.714105645162,0.0,4,0.6572240000095917,0.7941673999885097,0,differential_evolution_staged_direct_search,True,17,-4452.30510225222,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3010.5302961962393,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,102,-672.4780899812665,4,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-03-19,M61218-S,1661.3798670959202,2092.6869106144522,21,38845.808589643166,41890.838815135474,38760.08073267464,42.8639284842609,3087.8941539765683,0.0,41890.838815135474,66.55372794699309,3856.4071275085375,4,0.8972588999895379,1.0330137000128161,0,differential_evolution_staged_direct_search,True,17,-4451.2943546310225,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-3038.6899093122306,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-732.7558268656127,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
